SPEC_ID,BS_ID,TC_ID,TC_ID2,SEX,WELL_NO,FOIL_TEAR DRY WT,SAMPLE DRY WT
621,30,102,,,L-8,0.0233,0.0234
622,30,102,,,L-9,0.0263,0.0265
623,30,102,,,L-10,0.0209,0.0211
624,30,102,,,L-11,0.0268,0.0268
625,30,102,,,L-12,0.0306,0.0308
626,30,102,,,M-1,0.0263,0.0263
627,30,102,,,M-2,0.0304,0.0306
628,30,102,,,M-3,0.0255,0.0255
629,30,102,,,M-4,0.0267,0.0269
630,30,103,,,M-5,0.0354,0.036
631,30,103,,,M-6,0.0299,0.0331
632,30,103,,,M-7,0.0291,0.0309
633,30,103,,,M-8,0.0306,0.0323
634,30,103,,,M-9,0.0305,0.0328
635,30,103,,,M-10,0.0308,0.0322
636,30,104,,,M-11,0.0311,0.0316
637,30,105,,,M-12,0.0283,0.0321
638,30,106,,,A-1,0.0262,0.0262
639,30,106,,,A-2,0.0216,0.0216
640,30,106,,,A-3,0.0263,0.0263
641,31,107,,,A-4,0.0233,0.0275
642,31,108,,,A-5,0.0234,0.0239
643,31,108,,,A-6,0.0201,0.0223
644,31,108,,,A-7,0.0251,0.0253
645,31,108,,,A-8,0.0235,0.0241
646,31,108,,,A-9,0.0262,0.0264
647,31,109,A,,A-10,0.023,0.0233
648,31,109,A,,A-11,0.0204,0.0211
649,31,109,A,,A-12,0.0229,0.0241
650,31,109,A,,N-1,0.0275,0.0276
651,31,109,A,,N-2,0.0315,0.0319
652,31,109,A,,N-3,0.0281,0.0284
653,31,109,A,,N-4,0.0409,0.0412
654,31,109,A,,N-5,0.0218,0.0225
655,31,109,A,,N-6,0.026,0.0265
656,31,109,A,,N-7,0.0265,0.027
657,31,109,A,,N-8,0.0317,0.0317
658,31,109,A,,N-9,0.0294,0.0299
659,31,109,A,,N-10,0.0249,0.0249
660,31,109,C,,N-11,0.0279,0.0281
661,31,109,C,,N-12,0.0203,0.0207
662,31,109,C,,Z-1,0.0222,0.0229
663,31,109,C,,Z-2,0.0206,0.0212
664,31,109,C,,Z-3,0.0163,0.0174
665,31,109,C,,Z-4,0.0203,0.0209
666,31,109,C,,Z-5,0.0205,0.0213
667,31,109,C,,Z-6,0.0184,0.019
668,31,109,C,,Z-7,0.0242,0.0248
669,31,109,C,,Z-8,0.0176,0.0178
670,31,109,C,,Z-9,0.0182,0.0187
671,31,109,C,,Z-10,0.0183,0.0182
672,31,109,C,,Z-11,0.0176,0.0176
673,31,109,C,,Z-12,0.0242,0.0243
674,31,109,C,,G-1,0.0388,0.0394
675,31,109,C,,G-2,0.0365,0.037
676,31,109,C,,G-3,0.0393,0.0399
677,31,109,C,,G-4,0.0414,0.0418
678,31,109,C,,G-5,0.0353,0.0356
679,31,109,C,,G-6,0.0379,0.0381
680,31,109,C,,G-7,0.038,0.0384
681,31,109,C,,G-8,0.0313,0.0317
682,31,109,C,,G-9,0.0401,0.0405
683,31,109,C,,G-10,0.044,0.0449
684,31,109,C,,G-11,0.0365,0.0369
685,31,109,C,,G-12,0.0455,0.046
686,31,109,C,,H-1,0.0353,0.0355
687,31,109,C,,H-2,0.0356,0.0356
688,31,109,C,,H-3,0.0291,0.0294
689,31,109,C,,H-4,0.0354,0.0356
690,32,110,,,H-5,0.0342,0.0355
691,32,111,,,H-6,0.0341,0.035
692,32,111,,,H-7,0.0208,0.0211
693,32,111,,,H-8,0.0349,0.0358
694,32,111,,,H-9,0.0445,0.0453
695,32,111,,,H-10,0.0389,0.0398
696,32,111,,,H-11,0.024,0.0241
697,32,111,,,H-12,0.0305,0.0311
698,32,112,,,P-1,0.019,0.0223
699,32,113,,,P-2,0.0183,0.0185
700,32,113,,,P-3,0.0206,0.0206
701,32,113,,,P-4,0.0219,0.022
702,32,113,,,P-5,0.0182,0.0182
703,32,114,B,,P-6,0.0214,0.022
704,32,114,B,,P-7,0.0213,0.0213
705,32,114,B,,P-8,0.0229,0.0229
706,32,114,B,,P-9,0.0182,0.0185
707,32,114,B,,P-10,0.0179,0.0179
708,32,114,B,,P-11,0.0198,0.0201
709,32,114,C,,P-12,0.0195,0.0198
710,32,114,C,,U-1,0.0175,0.018
711,32,114,C,,U-2,0.0173,0.0175
712,32,114,C,,U-3,0.0168,0.0172
713,32,114,C,,U-4,0.0215,0.0217
714,32,114,C,,U-5,0.0193,0.0195
715,32,114,C,,U-6,0.0171,0.0173
716,32,114,C,,U-7,0.0169,0.0169
717,32,114,C,,U-8,0.0239,0.0239
718,32,114,C,,U-9,0.0195,0.0193
719,32,114,C,,U-10,0.0187,0.0189
720,32,114,C,,U-11,0.0168,0.0171
721,32,114,C,,U-12,0.0229,0.0231
722,32,114,C,,V-1,0.016,0.0163
723,32,114,C,,V-2,0.0191,0.0196
724,32,114,C,,V-3,0.0198,0.0198
725,32,114,C,,V-4,0.021,0.0217
726,32,114,C,,V-5,0.017,0.017
727,32,114,C,,V-6,0.0259,0.0261
728,32,114,C,,V-7,0.0161,0.0159
729,32,114,C,,V-8,0.0187,0.019
730,32,114,C,,V-9,0.015,0.0154
731,32,114,C,,V-10,0.0189,0.0201
732,32,114,C,,V-11,0.0211,0.0211
733,32,114,C,,V-12,0.0163,0.0165
734,32,114,C,,W-1,0.0257,0.0257
735,32,114,C,,W-2,0.0224,0.0221
736,32,114,C,,W-3,0.0219,0.0219
737,32,114,C,,W-4,0.0186,0.0187
738,32,114,C,,W-5,0.0219,0.022
739,32,115,,,W-6,0.0225,0.027
740,32,115,,,W-7,0.0156,0.0212
741,32,116,,,W-8,0.0199,0.02
742,32,116,,,W-9,0.0214,0.0214
743,32,116,,,W-10,0.0224,0.0224
744,32,116,,,W-11,0.0143,0.0143
745,32,116,,,W-12,0.0202,0.0202
746,32,116,,,II-1,0.0189,0.0187
747,32,116,,,II-2,0.0176,0.0176
748,32,116,,,II-3,0.0189,0.0189
749,32,116,,,II-4,0.0167,0.0168
750,33,117,,,II-5,0.0174,0.0174
751,33,118,,,II-6,0.0168,0.0192
752,33,119,A,,II-7,0.0195,0.0195
753,33,119,A,,II-8,0.0184,0.0184
754,33,119,A,,II-9,0.0202,0.0202
755,33,119,A,,II-10,0.0208,0.0209
756,33,119,B,,II-11,0.0186,0.019
757,33,119,B,,II-12,0.0224,0.0224
758,34,119,B,,KK-1,0.0242,0.0243
759,34,119,B,,KK-2,0.0228,0.0228
760,34,119,B,,KK-3,0.0307,0.0308
761,34,119,B,,KK-4,0.0231,0.0231
762,34,119,B,,KK-5,0.024,0.0241
763,34,119,B,,KK-6,0.0224,0.0229
764,34,119,B,,KK-7,0.0265,0.0265
765,34,119,B,,KK-8,0.0282,0.029
766,34,119,B,,KK-9,0.0262,0.0263
767,34,119,B,,KK-10,0.0268,0.0268
768,34,119,B,,KK-11,0.0248,0.0251
769,34,119,B,,KK-12,0.0228,0.0229
770,34,119,B,,NN-1,0.0314,0.0319
771,34,119,B,,NN-2,0.0252,0.0256
772,34,119,B,,NN-3,0.0321,0.0328
773,34,119,B,,NN-4,0.0335,0.0341
774,34,119,B,,NN-5,0.0348,0.0359
775,34,119,B,,NN-6,0.0292,0.029
776,34,119,B,,NN-7,0.0305,0.0306
777,34,119,B,,NN-8,0.0314,0.0314
778,34,119,B,,NN-9,0.0299,0.0299
779,34,119,B,,NN-10,0.035,0.0351
780,34,119,B,,NN-11,0.0317,0.0317
781,34,119,C,,NN-12,0.0303,0.0309
782,34,119,C,,B-1,0.0211,0.0218
783,34,119,C,,B-2,0.0255,0.0262
784,34,119,C,,B-3,0.02,0.0206
785,34,119,C,,B-4,0.0235,0.0244
786,34,119,C,,B-5,0.0217,0.0219
787,34,119,C,,B-6,0.0277,0.0277
788,34,119,C,,B-7,0.0221,0.0223
789,34,119,C,,B-8,0.019,0.0193
790,34,119,C,,B-9,0.0266,0.0271
791,34,119,C,,B-10,0.024,0.0244
792,34,119,C,,B-11,0.0247,0.0251
793,34,119,C,,B-12,0.0195,0.0201
794,34,119,C,,E-1,0.031,0.0313
795,34,119,C,,E-2,0.0228,0.0229
796,34,119,C,,E-3,0.0157,0.0159
797,34,119,C,,E-4,0.0161,0.0164
798,34,119,C,,E-5,0.0258,0.0263
799,34,119,C,,E-6,0.0202,0.0206
800,34,119,C,,E-7,0.025,0.0253
801,34,119,C,,E-8,0.0182,0.0188
802,34,119,C,,E-9,0.0204,0.0205
803,34,119,C,,E-10,0.0277,0.0282
804,34,119,C,,E-11,0.0273,0.0275
805,34,119,C,,E-12,0.0191,0.0194
806,34,119,C,,Q-1,0.0225,0.0227
807,34,119,C,,Q-2,0.0187,0.0191
808,34,119,C,,Q-3,0.0236,0.0241
809,34,119,C,,Q-4,0.0204,0.0207
810,34,119,C,,Q-5,0.0237,0.0245
811,34,119,C,,Q-6,0.0217,0.0221
812,34,119,C,,Q-7,0.0247,0.0249
813,34,119,C,,Q-8,0.0189,0.0193
814,34,119,C,,Q-9,0.0195,0.0197
815,34,119,C,,Q-10,0.0196,0.0199
816,34,119,C,,Q-11,0.0178,0.0181
817,34,119,C,,Q-12,0.0178,0.0179
818,34,120,,,R-1,0.0196,0.0205
819,34,120,,,R-2,0.024,0.0256
820,34,120,,,R-3,0.0159,0.0179
821,34,121,,,R-4,0.0169,0.021
822,34,121,,,R-5,0.0168,0.0175
823,34,122,,,R-6,0.02,0.0208
824,34,122,,,R-7,0.0158,0.016
825,34,122,,,R-8,0.0214,0.0213
826,34,122,,,R-9,0.018,0.0182
827,35,123,,,R-10,0.0162,0.0172
828,35,123,,,R-11,0.023,0.0233
829,35,123,,,R-12,0.019,0.0193
830,35,124,A,,C-1,0.0243,0.0243
831,35,124,A,,C-2,0.016,0.0161
832,35,124,A,,C-3,0.0161,0.0161
833,35,124,A,,C-4,0.0174,0.0174
834,35,124,A,,C-5,0.0226,0.0227
835,35,124,A,,C-6,0.0145,0.0145
836,35,124,B,,C-7,0.0149,0.015
837,35,124,C,,C-8,0.016,0.016
838,35,124,C,,C-9,0.0198,0.0197
839,35,124,C,,C-10,0.0158,0.0158
840,35,124,C,,C-11,0.0169,0.0171
841,35,124,C,,C-12,0.0172,0.0175
842,35,124,C,,J-1,0.0134,0.0134
843,35,124,C,,J-2,0.0145,0.0145
844,35,124,C,,J-3,0.0155,0.0155
845,35,124,C,,J-4,0.0233,0.0233
846,35,124,C,,J-5,0.0149,0.0147
847,35,124,C,,J-6,0.0152,0.0152
848,35,124,C,,J-7,0.0164,0.0165
849,35,124,C,,J-8,0.0135,0.0133
850,35,124,C,,J-9,0.0156,0.0156
851,35,124,C,,J-10,0.0177,0.0178
852,35,124,C,,J-11,0.018,0.018
853,35,124,C,,J-12,0.0171,0.0173
854,35,124,C,,S-1,0.0145,0.0147
855,35,124,C,,S-2,0.0203,0.0203
856,35,124,C,,S-3,0.0204,0.0204
857,35,124,C,,S-4,0.0225,0.0225
858,35,124,C,,S-5,0.0172,0.0172
859,35,124,C,,S-6,0.0167,0.0166
860,35,124,C,,S-7,0.0195,0.0196
861,35,124,C,,S-8,0.0183,0.0183
862,35,124,C,,S-9,0.0153,0.0153
863,35,124,C,,S-10,0.0228,0.0228
864,35,125,,,S-11,0.0161,0.0161
865,35,126,,,S-12,0.0128,0.0135
866,35,127,,,T-1,0.0184,0.0184
867,35,127,,,T-2,0.0195,0.0198
868,35,127,,,T-3,0.0174,0.0174
869,35,127,,,T-4,0.0166,0.0171
870,35,127,,,T-5,0.0167,0.017
871,35,128,,,T-6,0.0216,0.0219
872,35,130,,,T-7,0.0198,0.02
873,35,131,,,T-8,0.0171,0.0178
874,35,131,,,T-9,0.0195,0.0199
875,35,132,,,T-10,0.0186,0.0188
876,35,132,,,T-11,0.0159,0.0161
877,35,133,,,T-12,0.0206,0.0204
878,36,133,,,I-1,0.016,0.0161
879,36,134,A,,I-2,0.0179,0.0192
880,36,134,C,,I-3,0.0156,0.0165
881,36,134,C,,I-4,0.0139,0.015
882,36,134,C,,I-5,0.0159,0.0167
883,36,134,C,,I-6,0.0127,0.014
884,36,134,C,,I-7,0.0207,0.0207
885,36,134,C,,I-8,0.0155,0.0158
886,36,135,,,I-9,0.0127,0.0129
887,36,135,,,I-10,0.0142,0.0144
888,36,135,,,I-11,0.0172,0.0177
889,36,135,,,I-12,0.0123,0.0129
890,36,135,,,D-1,0.013,0.0144
891,36,135,,,D-2,0.018,0.0181
892,36,135,,,D-3,0.0158,0.0165
893,36,135,,,D-4,0.0146,0.0149
894,36,135,,,D-5,0.0217,0.022
895,36,135,,,D-6,0.0158,0.0163
896,36,135,,,D-7,0.0141,0.0143
897,36,135,,,D-8,0.0145,0.0153
898,36,136,,,D-9,0.0176,0.0191
899,36,136,,,D-10,0.0149,0.0162
900,37,137,B,,D-11,0.0203,0.0206
901,37,138,,,D-12,0.0163,0.0174
902,37,139,,,L-1,0.0134,0.0134
903,37,140,,,L-2,0.0162,0.0169
904,37,140,,,L-3,0.016,0.0169
905,37,140,,,L-4,0.0165,0.0176
906,37,140,,,L-5,0.0136,0.0144
907,37,140,,,L-6,0.0142,0.0147
908,37,140,,,L-7,0.0125,0.0129
909,37,141,,,L-8,0.0167,0.018
910,38,142,C,,L-9,0.0157,0.016
911,38,142,C,,L-10,0.0159,0.0162
912,38,143,,,L-11,0.0185,0.0192
913,38,143,,,L-12,0.0129,0.0144
914,38,143,,,N-1,0.0155,0.0163
915,38,143,,,N-2,0.0206,0.021
916,38,143,,,N-3,0.0168,0.0172
917,38,144,,,N-4,0.0154,0.016
918,39,145,,,N-5,0.0176,0.0183
919,39,146,,,N-6,0.0152,0.0158
920,39,147,,,N-7,0.0172,0.0178
921,39,148,,,N-8,0.0155,0.017
922,39,148,,,N-9,0.014,0.0152
923,39,148,,,N-10,0.0148,0.0159
924,39,148,,,N-11,0.021,0.0219
925,39,148,,,N-12,0.0223,0.0238
926,39,149,C,,Y-1,0.0196,0.0203
927,39,149,B,,Y-2,0.0189,0.0193
928,39,149,B,,Y-3,0.0165,0.0166
929,39,150,,,Y-4,0.021,0.0211
930,40,150,,,Y-5,0.0156,0.017
931,40,150,,,Y-6,0.0188,0.02
932,40,150,,,Y-7,0.0205,0.0212
933,40,150,,,Y-8,0.0247,0.0261
934,40,150,,,Y-9,0.0169,0.0181
935,40,150,,,Y-10,0.0209,0.0221
936,40,150,,,Y-11,0.0178,0.0194
937,40,150,,,Y-12,0.0196,0.0214
938,40,150,,,A-1,0.015,0.0159
939,40,150,,,A-2,0.016,0.0174
940,40,150,,,A-3,0.0154,0.0162
941,40,151,,,A-4,0.0148,0.0147
942,40,151,,,A-5,0.0146,0.0146
943,40,152,,,A-6,0.0174,0.0174
944,40,153,,,A-7,0.0142,0.0146
945,40,153,,,A-8,0.0176,0.0179
946,40,153,,,A-9,0.0195,0.0195
947,40,153,,,A-10,0.0164,0.0163
948,40,153,,,A-11,0.0198,0.0198
949,40,153,,,A-12,0.0157,0.0158
950,40,153,,,M-1,0.0184,0.0184
951,40,153,,,M-2,0.0176,0.0173
952,40,154,A,,M-3,0.016,0.0165
953,40,154,A,,M-4,0.0139,0.0139
954,40,154,B,,M-5,0.0194,0.0194
955,40,154,C,,M-6,0.0154,0.0156
956,40,154,D,,M-7,0.0167,0.0167
957,40,154,D,,M-8,0.0148,0.0146
958,40,154,D,,M-9,0.0151,0.0151
959,40,154,D,,M-10,0.0185,0.0185
960,40,155,,,M-11,0.0168,0.0169
961,41,156,,,M-12,0.0165,0.0174
962,41,156,,,X-1,0.0177,0.0177
963,41,156,,,X-2,0.0154,0.0158
964,41,156,,,X-3,0.0164,0.0171
965,41,156,,,X-4,0.0197,0.0201
966,41,156,,,X-5,0.0193,0.0202
967,41,156,,,X-6,0.0173,0.0179
968,41,157,,,X-7,0.0197,0.0198
969,41,158,,,X-8,0.0169,0.0171
970,41,159,,,X-9,0.0154,0.016
971,41,160,,,X-10,0.0165,0.0169
972,41,161,,,X-11,0.0192,0.0194
973,42,162,A,,X-12,0.0165,0.0168
974,42,162,A,,Z-1,0.0144,0.0149
975,42,162,A,,Z-2,0.019,0.0195
976,42,162,A,,Z-3,0.0166,0.0166
977,42,162,A,,Z-4,0.0219,0.0221
978,42,162,A,,Z-5,0.0147,0.0154
979,42,162,A,,Z-6,0.0181,0.0185
980,42,162,A,,Z-7,0.0194,0.0199
981,42,162,A,,Z-8,0.018,0.0184
982,42,162,A,,Z-9,0.0143,0.0146
983,42,162,A,,Z-10,0.0133,0.0129
984,42,162,A,,Z-11,0.0155,0.0159
985,42,162,A,,Z-12,0.0182,0.0188
986,42,162,B,,F-1,0.0179,0.0191
987,42,162,B,,F-2,0.0175,0.0181
988,42,162,C,,F-3,0.0172,0.0173
989,42,162,C,,F-4,0.0125,0.0126
990,42,162,C,,F-5,0.0213,0.0213
991,42,162,C,,F-6,0.017,0.0173
992,42,162,C,,F-7,0.0139,0.014
993,42,162,C,,F-8,0.0137,0.0135
994,42,162,C,,F-9,0.0183,0.0184
995,42,162,C,,F-10,0.0164,0.0165
996,42,162,C,,F-11,0.0245,0.0248
997,42,162,C,,F-12,0.0153,0.0154
998,42,162,C,,K-1,0.0177,0.018
999,42,162,C,,K-2,0.0172,0.017
1000,42,162,C,,K-3,0.018,0.0181
1001,42,162,C,,K-4,0.0174,0.0174
1002,42,162,C,,K-5,0.0143,0.0146
1003,42,162,C,,K-6,0.0198,0.0198
1004,42,162,C,,K-7,0.0219,0.0219
1005,42,162,C,,K-8,0.0151,0.0151
1006,42,162,C,,K-9,0.0141,0.0141
1007,42,162,C,,K-10,0.0175,0.0175
1008,42,162,C,,K-11,0.0196,0.0196
1009,42,162,C,,K-12,0.0227,0.0225
1010,42,162,C,,AA-1,0.0149,0.015
1011,42,162,C,,AA-2,0.0171,0.0169
1012,42,162,C,,AA-3,0.0187,0.0187
1013,42,162,C,,AA-4,0.0227,0.0227
1014,42,162,C,,AA-5,0.019,0.019
1015,42,162,C,,AA-6,0.0167,0.0166
1016,42,162,C,,AA-7,0.0186,0.0185
1017,42,162,C,,AA-8,0.0228,0.0228
1018,42,162,C,,AA-9,0.018,0.018
1019,42,162,D,,AA-10,0.0187,0.019
1020,42,162,D,,AA-11,0.0159,0.0164
1021,42,162,D,,AA-12,0.0179,0.0182
1022,42,162,D,,QQ-1,0.0203,0.0206
1023,42,162,D,,QQ-2,0.0181,0.0183
1024,42,162,D,,QQ-3,0.0138,0.014
1025,42,163,,,QQ-4,0.0257,0.0264
1026,42,163,,,QQ-5,0.0153,0.0167
1027,42,163,,,QQ-6,0.0138,0.0152
1028,42,163,,,QQ-7,0.016,0.0171
1029,42,163,,,QQ-8,0.0166,0.0171
1030,42,163,,,QQ-9,0.0175,0.0186
1031,42,163,,,QQ-10,0.0166,0.0172
1032,42,163,,,QQ-11,0.0165,0.0171
1033,42,163,,,QQ-12,0.0193,0.0204
1034,42,165,,,FF-1,0.0176,0.0183
1035,42,165,,,FF-2,0.0166,0.0174
1036,43,167,,,FF-3,0.0126,0.0138
1037,43,168,,,FF-4,0.0149,0.0156
1038,43,168,,,FF-5,0.02,0.021
1039,43,168,,,FF-6,0.0189,0.02
1040,43,168,,,FF-7,0.0166,0.0174
1041,43,168,,,FF-8,0.0143,0.0144
1042,43,169,,,FF-9,0.0184,0.0222
1043,43,170,A,,FF-10,0.0141,0.0149
1044,43,170,A,,FF-11,0.0214,0.0219
1045,43,170,A,,FF-12,0.0182,0.0186
1046,43,170,A,,LL-1,0.0172,0.0182
1047,43,170,A,,LL-2,0.0169,0.0176
1048,43,170,A,,LL-3,0.0181,0.0186
1049,43,170,A,,LL-4,0.0173,0.018
1050,43,170,A,,LL-5,0.0195,0.021
1051,43,170,B,,LL-6,0.0173,0.0181
1052,43,170,B,,LL-7,0.0149,0.015
1053,43,170,B,,LL-8,0.0176,0.0186
1054,43,170,B,,LL-9,0.0148,0.0156
1055,43,170,B,,LL-10,0.0175,0.0194
1056,43,170,B,,LL-11,0.016,0.0169
1057,43,170,B,,LL-12,0.0186,0.0195
1058,43,170,B,,GG-1,0.0182,0.0186
1059,43,170,B,,GG-2,0.0164,0.0167
1060,43,170,B,,GG-3,0.0132,0.0134
1061,43,170,B,,GG-4,0.0192,0.0207
1062,43,170,B,,GG-5,0.0162,0.017
1063,43,170,B,,GG-6,0.0185,0.0191
1064,43,170,B,,GG-7,0.0208,0.0215
1065,43,170,B,,GG-8,0.0183,0.0183
1066,43,170,B,,GG-9,0.0157,0.0165
1067,43,170,B,,GG-10,0.0174,0.018
1068,43,170,B,,GG-11,0.0196,0.0202
1069,43,170,B,,GG-12,0.0164,0.0166
1070,43,170,B,,MM-1,0.0185,0.0193
1071,43,170,B,,MM-2,0.0164,0.0166
1072,43,170,B,,MM-3,0.0172,0.0176
1073,43,170,B,,MM-4,0.0173,0.0182
1074,43,170,B,,MM-5,0.018,0.0182
1075,43,170,B,,MM-6,0.0185,0.0184
1076,43,170,B,,MM-7,0.014,0.014
1077,43,170,B,,MM-8,0.0182,0.0187
1078,43,170,B,,MM-9,0.0191,0.0195
1079,43,170,B,,MM-10,0.016,0.0167
1080,43,170,C,,MM-11,0.0152,0.0156
1081,43,170,C,,MM-12,0.0155,0.0157
1082,43,170,C,,OO-1,0.0182,0.0186
1083,43,170,C,,OO-2,0.0163,0.0165
1084,43,170,C,,OO-3,0.0142,0.015
1085,43,170,C,,OO-4,0.0139,0.0142
1086,43,170,C,,OO-5,0.0152,0.0154
1087,43,170,C,,OO-6,0.0175,0.0179
1088,43,170,C,,OO-7,0.0172,0.0172
1089,43,170,C,,OO-8,0.0206,0.0207
1090,43,170,C,,OO-9,0.0148,0.0152
1091,43,170,C,,OO-10,0.0177,0.0178
1092,43,170,C,,OO-11,0.0234,0.0234
1093,43,170,C,,OO-12,0.0221,0.0224
1094,43,170,C,,SS-1,0.0201,0.0204
1095,43,170,C,,SS-2,0.0192,0.02
1096,43,170,C,,SS-3,0.0186,0.0187
1097,43,170,C,,SS-4,0.0176,0.0177
1098,43,170,C,,SS-5,0.0152,0.0155
1099,43,170,C,,SS-6,0.0191,0.0195
1100,43,170,C,,SS-7,0.0167,0.0168
1101,43,170,C,,SS-8,0.0148,0.0149
1102,43,170,C,,SS-9,0.0198,0.0204
1103,43,170,C,,SS-10,0.0173,0.0179
1104,43,170,C,,SS-11,0.0146,0.0146
1105,43,170,C,,SS-12,0.0183,0.0185
1106,43,170,C,,CC-1,0.0194,0.0194
1107,43,170,C,,CC-2,0.015,0.0152
1108,43,170,C,,CC-3,0.0222,0.0222
1109,43,170,C,,CC-4,0.0184,0.0184
1110,43,170,C,,CC-5,0.0163,0.0164
1111,43,170,D,,CC-6,0.0153,0.0154
1112,43,170,D,,CC-7,0.0148,0.0151
1113,43,170,D,,CC-8,0.0148,0.0149
1114,43,170,D,,CC-9,0.0176,0.0181
1115,43,170,D,,CC-10,0.0157,0.0162
1116,43,170,D,,CC-11,0.0164,0.0162
1117,43,170,D,,CC-12,0.0182,0.0183
1118,43,170,D,,O-1,0.0185,0.0186
1119,43,170,D,,O-2,0.0155,0.0158
1120,43,170,D,,O-3,0.0136,0.0136
1121,43,170,D,,O-4,0.0135,0.0137
1122,43,170,D,,O-5,0.0194,0.0195
1123,43,170,D,,O-6,0.0155,0.0156
1124,43,170,D,,O-7,0.0179,0.0182
1125,43,170,D,,O-8,0.018,0.0182
1126,43,170,D,,O-9,0.0228,0.0231
1127,43,170,D,,O-10,0.0153,0.0153
1128,43,170,D,,O-11,0.0179,0.018
1129,43,170,D,,O-12,0.017,0.0174
1130,43,170,D,,BB-1,0.0137,0.014
1131,43,170,D,,BB-2,0.0131,0.0133
1132,43,170,D,,BB-3,0.0119,0.0119
1133,43,170,D,,BB-4,0.0127,0.0129
1134,43,170,D,,BB-5,0.015,0.0156
1135,43,170,D,,BB-6,0.0152,0.0155
1136,43,170,D,,BB-7,0.016,0.0164
1137,43,170,D,,BB-8,0.0161,0.0164
1138,43,170,D,,BB-9,0.014,0.0145
1139,43,170,D,,BB-10,0.0124,0.0127
1140,43,170,D,,BB-11,0.0198,0.02
1141,43,170,D,,BB-12,0.0181,0.0185
1142,43,170,D,,EE-1,0.0158,0.0159
1143,43,171,,,EE-2,0.0174,0.0249
1144,43,172,,,EE-3,0.0163,0.0176
1145,43,172,,,EE-4,0.0162,0.0174
1146,43,172,,,EE-5,0.0177,0.0194
1147,43,172,,,EE-6,0.0175,0.0188
1148,43,172,,,EE-7,0.0142,0.0155
1149,43,172,,,EE-8,0.015,0.0164
1150,43,172,,,EE-9,0.0116,0.0131
1151,43,172,,,EE-10,0.0168,0.0179
1152,43,172,,,EE-11,0.0203,0.0209
1153,43,172,,,EE-12,0.0147,0.0155
1154,43,172,,,JJ-1,0.016,0.0172
1155,43,172,,,JJ-2,0.018,0.0192
1156,43,172,,,JJ-3,0.0143,0.0157
1157,43,172,,,JJ-4,0.0194,0.0207
1158,43,172,,,JJ-5,0.0143,0.0157
1159,43,172,,,JJ-6,0.0179,0.019
1160,43,172,,,JJ-7,0.0191,0.0202
1161,43,172,,,JJ-8,0.0165,0.0173
1162,43,172,,,JJ-9,0.0176,0.0184
1163,43,172,,,JJ-10,0.0188,0.0197
1164,43,173,,,JJ-11,0.0176,0.0175
1165,43,173,,,JJ-12,0.0145,0.0148
1166,43,173,,,HH-1,0.0194,0.0195
1167,43,173,,,HH-2,0.0185,0.0186
1168,43,174,,,HH-3,0.0175,0.0173
1169,43,174,,,HH-4,0.0186,0.0186
1170,43,174,,,HH-5,0.0139,0.0138
1171,43,174,,,HH-6,0.0224,0.0224
1172,44,175,A,,HH-7,0.0181,0.0188
1173,44,175,A,,HH-8,0.0179,0.0182
1174,44,175,A,,HH-9,0.0186,0.019
1175,44,175,A,,HH-10,0.0131,0.0136
1176,44,175,A,,HH-11,0.0169,0.0169
1177,44,175,A,,HH-12,0.0211,0.0216
1178,44,175,A,,PP-1,0.0131,0.0134
1179,44,175,A,,PP-2,0.0187,0.0188
1180,44,175,A,,PP-3,0.0216,0.0221
1181,44,175,B,,PP-4,0.0216,0.0222
1182,44,175,B,,PP-5,0.0163,0.0164
1183,44,175,B,,PP-6,0.0155,0.0158
1184,44,175,B,,PP-7,0.018,0.0181
1185,44,175,B,,PP-8,0.0155,0.0162
1186,44,175,B,,PP-9,0.0181,0.0185
1187,44,175,B,,PP-10,0.0181,0.0192
1188,44,175,B,,PP-11,0.0168,0.0178
1189,44,175,B,,PP-12,0.0173,0.0181
1190,44,175,B,,B-1,0.0142,0.015
1191,44,175,B,,B-2,0.0123,0.0123
1192,44,175,B,,B-3,0.012,0.0127
1193,44,175,B,,B-4,0.0133,0.014
1194,44,175,B,,B-5,0.0164,0.0169
1195,44,175,B,,B-6,0.0194,0.0197
1196,44,175,B,,B-7,0.0145,0.0148
1197,44,175,B,,B-8,0.0164,0.0167
1198,44,175,B,,B-9,0.0161,0.0163
1199,44,175,C,,B-10,0.015,0.0156
1200,44,175,C,,B-11,0.0153,0.0157
1201,44,175,C,,B-12,0.0157,0.0158
1202,44,175,C,,S-1,0.0124,0.0129
1203,44,175,C,,S-2,0.0151,0.0155
1204,44,175,C,,S-3,0.0142,0.0143
1205,44,175,C,,S-4,0.0138,0.0141
1206,44,175,C,,S-5,0.0176,0.0175
1207,44,175,C,,S-6,0.0141,0.0145
1208,44,175,C,,S-7,0.012,0.0124
1209,44,175,C,,S-8,0.0134,0.0137
1210,44,175,C,,S-9,0.0126,0.0129
1211,44,175,C,,S-10,0.0167,0.0173
1212,44,175,C,,S-11,0.013,0.013
1213,44,175,C,,S-12,0.0151,0.0151
1214,44,175,C,,E-1,0.0157,0.0153
1215,44,175,C,,E-2,0.0174,0.0174
1216,44,175,C,,E-3,0.016,0.016
1217,44,175,C,,E-4,0.0164,0.0164
1218,44,175,C,,E-5,0.017,0.017
