SPEC_ID,BS_ID,TC_ID,TC_ID2,SEX,WELL_NO,FOIL_TEAR DRY WT,SAMPLE DRY WT
7204,191,778,I,,SS-3,0.0077,0.0078
7205,191,779,,,SS-4,0.0082,0.0082
7206,192,780,,,SS-5,0.0111,0.0114
7207,192,780,,,SS-6,0.01,0.0105
7208,192,781,D,,SS-7,0.0094,0.0094
7209,192,781,D,,SS-8,0.0103,0.0103
7210,192,781,D,,SS-9,0.0102,0.0103
7211,192,781,F,,SS-10,0.0133,0.015
7212,192,781,F,,SS-11,0.0106,0.0113
7213,192,781,F,,SS-12,0.0111,0.0116
7214,192,781,G,,B-1,0.0087,0.009
7215,192,781,G,,B-2,0.0098,0.0103
7216,192,781,G,,B-3,0.0083,0.0091
7217,192,781,G,,B-4,0.009,0.0095
7218,192,781,G,,B-5,0.0089,0.0098
7219,192,781,G,,B-6,0.0111,0.0119
7220,192,781,G,,B-7,0.0094,0.0101
7221,192,781,G,,B-8,0.0126,0.0132
7222,192,781,G,,B-9,0.01,0.0108
7223,192,781,G,,B-10,0.0074,0.0081
7224,192,781,G,,B-11,0.0088,0.0094
7225,192,781,G,,B-12,0.0095,0.0101
7226,192,781,G,,I-1,0.0136,0.0143
7227,192,781,G,,I-2,0.0098,0.0105
7228,192,781,G,,I-3,0.0088,0.0095
7229,192,781,G,,I-4,0.0108,0.0116
7230,192,781,G,,I-5,0.0109,0.0114
7231,192,781,G,,I-6,0.0069,0.0076
7232,192,781,G,,I-7,0.0107,0.0116
7233,192,781,G,,I-8,0.0085,0.0092
7234,192,781,G,,I-9,0.0085,0.0091
7235,192,781,G,,I-10,0.0095,0.0101
7236,192,781,G,,I-11,0.0096,0.0105
7237,192,781,G,,I-12,0.0091,0.0099
7238,192,781,G,,S-1,0.0112,0.0118
7239,192,781,G,,S-2,0.0111,0.0117
7240,192,781,G,,S-3,0.0101,0.0107
7241,192,781,G,,S-4,0.0088,0.0096
7242,192,781,G,,S-5,0.0098,0.0103
7243,192,781,G,,S-6,0.0082,0.0088
7244,192,781,H,,S-7,0.0076,0.0077
7245,192,781,H,,S-8,0.0107,0.0107
7246,192,781,H,,S-9,0.0092,0.0091
7247,192,781,H,,S-10,0.0097,0.0099
7248,192,781,H,,S-11,0.0116,0.012
7249,192,781,H,,S-12,0.0097,0.0099
7250,192,781,H,,W-1,0.0108,0.011
7251,192,781,H,,W-2,0.0102,0.0105
7252,192,781,H,,W-3,0.0107,0.0108
7253,192,781,H,,W-4,0.0124,0.0125
7254,192,781,H,,W-5,0.0101,0.01
7255,192,781,H,,W-6,0.0104,0.0105
7256,192,781,H,,W-7,0.0091,0.0097
7257,192,781,H,,W-8,0.0117,0.012
7258,192,781,H,,W-9,0.01,0.01
7259,192,781,H,,W-10,0.0109,0.0113
7260,192,781,H,,W-11,0.0082,0.0085
7261,192,781,H,,W-12,0.011,0.011
7262,192,782,,,F-1,0.0086,0.0088
7263,192,782,,,F-2,0.0099,0.0099
7264,192,782,,,F-3,0.0099,0.0103
7265,192,783,,,F-4,0.0083,0.0084
7266,192,784,,,F-5,0.0089,0.0101
7267,192,784,,,F-6,0.0079,0.0085
7268,194,787,,,F-7,0.0093,0.0094
7269,194,787,,,F-8,0.0099,0.0099
7270,194,788,,,F-9,0.0102,0.0124
7271,194,789,D,,F-10,0.0119,0.012
7272,194,789,A,,F-11,0.0112,0.0116
7273,194,789,F,,F-12,0.0093,0.011
7274,194,789,F,,L-1,0.0102,0.0109
7275,194,789,F,,L-2,0.0097,0.0101
7276,194,789,F,,L-3,0.009,0.0104
7277,194,789,F,,L-4,0.009,0.0101
7278,194,789,F,,L-5,0.009,0.01
7279,194,789,F,,L-6,0.0105,0.0118
7280,194,789,F,,L-7,0.0103,0.011
7281,194,789,F,,L-8,0.0096,0.0103
7282,194,789,G,,L-9,0.0099,0.0101
7283,194,789,G,,L-10,0.0091,0.0094
7284,194,789,G,,L-11,0.0089,0.0092
7285,194,789,G,,L-12,0.009,0.0093
7286,194,789,G,,N-1,0.0108,0.0112
7287,194,789,G,,N-2,0.0102,0.0105
7288,194,789,G,,N-3,0.0081,0.0084
7289,194,789,G,,N-4,0.0098,0.0102
7290,194,789,G,,N-5,0.0096,0.01
7291,194,789,G,,N-6,0.0101,0.0108
7292,194,789,G,,N-7,0.0096,0.01
7293,194,789,G,,N-8,0.0091,0.0094
7294,194,789,G,,N-9,0.0098,0.0102
7295,194,789,G,,N-10,0.0089,0.0095
7296,194,789,G,,N-11,0.0122,0.0127
7297,194,789,G,,N-12,0.0094,0.0096
7298,194,789,G,,P-1,0.0102,0.0107
7299,194,789,G,,P-2,0.0084,0.0088
7300,194,789,G,,P-3,0.0087,0.0093
7301,194,789,G,,P-4,0.0088,0.0089
7302,194,789,G,,P-5,0.0089,0.0092
7303,194,789,G,,P-6,0.0117,0.0117
7304,194,789,G,,P-7,0.0093,0.0096
7305,194,789,G,,P-8,0.0098,0.0102
7306,194,789,H,,P-9,0.0118,0.0119
7307,194,789,H,,P-10,0.0112,0.0116
7308,194,789,I,,P-11,0.012,0.0126
7309,194,789,J,,P-12,0.0079,0.0083
7310,194,789,J,,H-1,0.0089,0.0092
7311,194,790,,,H-2,0.0087,0.0089
7312,209,848,C,,H-3,0.0126,0.0128
7313,209,848,C,,H-4,0.0092,0.0096
7314,209,848,C,,H-5,0.0088,0.0091
7315,209,848,C,,H-6,0.0105,0.0109
7316,209,848,C,,H-7,0.0102,0.0108
7317,209,848,C,,H-8,0.0119,0.0121
7318,209,848,C,,H-9,0.0092,0.0095
7319,209,848,C,,H-10,0.0098,0.0101
7320,209,848,D,,H-11,0.0109,0.0112
7321,209,848,D,,H-12,0.0097,0.0098
7322,209,848,D,,O-1,0.0114,0.0116
7323,209,848,D,,O-2,0.0082,0.009
7324,209,848,F,,O-3,0.0133,0.0145
7325,209,848,G,,O-4,0.0112,0.0113
7326,209,848,G,,O-5,0.0111,0.0114
7327,209,848,G,,O-6,0.0102,0.0103
7328,209,848,G,,O-7,0.0108,0.011
7329,209,848,G,,O-8,0.0089,0.0092
7330,209,848,I,,O-9,0.0089,0.0092
7331,209,848,I,,O-10,0.0078,0.0081
7332,209,848,I,,O-11,0.0101,0.0104
7333,209,848,I,,O-12,0.0106,0.0109
7334,209,848,I,,HH-1,0.0107,0.0109
7335,209,848,I,,HH-2,0.0115,0.012
7336,209,848,I,,HH-3,0.0112,0.0116
7337,209,848,I,,HH-4,0.0116,0.0121
7338,209,848,I,,HH-5,0.0087,0.009
7339,209,848,I,,HH-6,0.0088,0.0089
7340,209,848,I,,HH-7,0.01,0.0103
7341,209,848,J,,HH-8,0.0102,0.0107
7342,209,848,J,,HH-9,0.0106,0.0108
7343,209,848,J,,HH-10,0.008,0.0087
7344,210,849,G,,HH-11,0.0096,0.0101
7345,210,849,G,,HH-12,0.0096,0.01
7346,210,849,G,,LL-1,0.0126,0.013
7347,210,849,G,,LL-2,0.0121,0.0123
7348,210,849,G,,LL-3,0.0095,0.0098
7349,210,849,I,,LL-4,0.0086,0.0089
7350,210,849,I,,LL-5,0.0092,0.0096
7351,210,849,I,,LL-6,0.0107,0.0111
7352,210,850,,,LL-7,0.0114,0.0116
7353,211,851,,,LL-8,0.0103,0.0108
7354,211,851,,,LL-9,0.0135,0.0138
7355,211,852,D,,LL-10,0.0086,0.0089
7356,211,852,D,,LL-11,0.0084,0.0086
7357,211,852,F,,LL-12,0.0098,0.0124
7358,211,852,F,,J-1,0.0097,0.01
7359,211,852,G,,J-2,0.0117,0.0117
7360,211,852,G,,J-3,0.0077,0.0078
7361,211,852,G,,J-4,0.0086,0.0085
7362,211,852,G,,J-5,0.0095,0.0095
7363,211,852,G,,J-6,0.0092,0.0092
7364,211,852,G,,J-7,0.0117,0.0117
7365,211,852,G,,J-8,0.0102,0.0102
7366,211,852,G,,J-9,0.0119,0.0119
7367,211,852,G,,J-10,0.0121,0.0121
7368,211,852,G,,J-11,0.0108,0.0108
7369,211,852,G,,J-12,0.0104,0.0104
7370,211,852,G,,T-1,0.0104,0.0106
7371,211,852,I,,T-2,0.0115,0.0115
7372,211,852,I,,T-3,0.01,0.0101
7373,211,852,I,,T-4,0.0116,0.0116
7374,211,852,I,,T-5,0.0119,0.0121
7375,211,852,I,,T-6,0.0113,0.0116
7376,211,853,,,T-7,0.01,0.0101
7377,211,854,,,T-8,0.0102,0.01
7378,211,855,,,T-9,0.0105,0.0136
7379,212,856,D,,T-10,0.0116,0.0116
7380,212,856,D,,T-11,0.009,0.009
7381,212,856,D,,T-12,0.0079,0.008
7382,212,856,D,,OO-1,0.0098,0.0098
7383,212,856,F,,OO-2,0.0091,0.0103
7384,212,856,G,,OO-3,0.0119,0.0118
7385,212,856,G,,OO-4,0.0096,0.0098
7386,212,856,G,,OO-5,0.013,0.013
7387,212,856,G,,OO-6,0.0101,0.0105
7388,212,856,G,,OO-7,0.0087,0.0087
7389,212,856,G,,OO-8,0.0087,0.0087
7390,212,856,G,,OO-9,0.012,0.012
7391,212,856,G,,OO-10,0.0103,0.0104
7392,212,856,G,,OO-11,0.01,0.01
7393,212,856,G,,OO-12,0.0125,0.0125
7394,212,856,G,,RR-1,0.01,0.01
7395,212,856,G,,RR-2,0.0098,0.0098
7396,212,856,G,,RR-3,0.0097,0.0098
7397,212,856,I,,RR-4,0.0097,0.0099
7398,212,856,I,,RR-5,0.0104,0.0104
7399,212,856,I,,RR-6,0.0091,0.0091
7400,212,856,I,,RR-7,0.0103,0.0105
7401,212,856,I,,RR-8,0.0106,0.0109
7402,212,856,I,,RR-9,0.0106,0.0106
7403,212,856,J,,RR-10,0.0113,0.0116
7404,212,856,J,,RR-11,0.0097,0.0099
7405,212,856,J,,RR-12,0.0126,0.0129
7406,212,857,,,EE-1,0.0099,0.0099
7407,212,858,,,EE-2,0.0084,0.0084
7408,212,859,,,EE-3,0.0099,0.0118
7409,212,860,,,EE-4,0.0105,0.0131
7410,213,861,,,EE-5,0.0099,0.01
7411,213,861,,,EE-6,0.0094,0.0094
7412,213,862,,,EE-7,0.0087,0.0095
7413,213,863,D,,EE-8,0.0108,0.011
7414,213,863,D,,EE-9,0.0085,0.0085
7415,213,863,G,,EE-10,0.0099,0.0099
7416,213,863,G,,EE-11,0.0107,0.0107
7417,213,863,G,,EE-12,0.0092,0.0092
7418,213,863,G,,FF-1,0.0113,0.0113
7419,213,863,G,,FF-2,0.009,0.0092
7420,213,863,G,,FF-3,0.0126,0.0128
7421,213,863,G,,FF-4,0.0096,0.0097
7422,213,863,G,,FF-5,0.0096,0.0096
7423,213,863,I,,FF-6,0.0098,0.0098
7424,213,863,I,,FF-7,0.0101,0.0103
7425,213,863,I,,FF-8,0.01,0.01
7426,213,864,,,FF-9,0.0112,0.0115
7427,213,865,,,FF-10,0.0114,0.019
7428,214,866,D,,FF-11,0.0101,0.0103
7429,214,866,G,,FF-12,0.0091,0.0094
7430,214,866,G,,JJ-1,0.0114,0.0114
7431,214,866,G,,JJ-2,0.0105,0.0108
7432,214,866,G,,JJ-3,0.011,0.0112
7433,214,866,G,,JJ-4,0.0096,0.0101
7434,214,866,G,,JJ-5,0.0108,0.0111
7435,214,866,G,,JJ-6,0.0089,0.0091
7436,214,866,G,,JJ-7,0.0109,0.0114
7437,214,866,G,,JJ-8,0.0109,0.0113
7438,214,866,G,,JJ-9,0.0098,0.01
7439,214,866,G,,JJ-10,0.0097,0.0096
7440,214,866,G,,JJ-11,0.01,0.01
7441,214,866,G,,JJ-12,0.0118,0.012
7442,214,866,G,,PP-1,0.0081,0.0081
7443,214,866,G,,PP-2,0.0078,0.0083
7444,214,866,G,,PP-3,0.0084,0.0085
7445,214,866,G,,PP-4,0.0093,0.0094
7446,214,866,G,,PP-5,0.01,0.01
7447,214,866,G,,PP-6,0.0111,0.0111
7448,214,866,G,,PP-7,0.01,0.01
7449,214,866,G,,PP-8,0.0111,0.0111
7450,214,866,G,,PP-9,0.01,0.0102
7451,214,866,G,,PP-10,0.0091,0.0091
7452,214,866,G,,PP-11,0.01,0.01
7453,214,866,G,,PP-12,0.0119,0.0121
7454,214,866,H,,C-1,0.0112,0.0113
7455,214,866,I,,C-2,0.0106,0.0106
7456,214,867,,,C-3,0.0123,0.0123
7457,214,868,,,C-4,0.0091,0.0091
7458,215,870,,,C-5,0.0076,0.0076
7459,215,871,D,,C-6,0.0106,0.0106
7460,215,871,D,,C-7,0.0114,0.0114
7461,215,871,D,,C-8,0.0098,0.0097
7462,215,871,D,,C-9,0.0105,0.0105
7463,215,871,F,,C-10,0.0141,0.0142
7464,215,871,F,,C-11,0.0098,0.0101
7465,215,871,G,,C-12,0.0084,0.0099
7466,215,871,G,,Z-1,0.0108,0.0109
7467,215,871,G,,Z-2,0.0085,0.0087
7468,215,871,G,,Z-3,0.0111,0.0115
7469,215,871,G,,Z-4,0.0071,0.0076
7470,215,871,G,,Z-5,0.0119,0.0121
7471,215,871,G,,Z-6,0.0128,0.0128
7472,215,871,G,,Z-7,0.0091,0.0091
7473,215,871,G,,Z-8,0.0098,0.0099
7474,215,871,G,,Z-9,0.0095,0.0097
7475,215,871,G,,Z-10,0.0094,0.0094
7476,215,871,G,,Z-11,0.0085,0.0087
7477,215,871,G,,Z-12,0.0131,0.0133
7478,215,871,H,,AA-1,0.0113,0.0114
7479,215,871,I,,AA-2,0.0109,0.0111
7480,215,871,J,,AA-3,0.0123,0.0124
7481,215,871,J,,AA-4,0.0104,0.0104
7482,215,871,J,,AA-5,0.0108,0.011
7483,215,872,,,AA-6,0.0097,0.0099
7484,216,873,,,AA-7,0.0093,0.0094
7485,216,874,D,,AA-8,0.009,0.0091
7486,216,874,D,,AA-9,0.0107,0.0107
7487,216,874,D,,AA-10,0.013,0.013
7488,216,874,D,,AA-11,0.0105,0.0106
7489,216,874,F,,AA-12,0.0116,0.0122
7490,216,874,F,,KK-1,0.0109,0.0117
7491,216,874,F,,KK-2,0.0102,0.0113
7492,216,874,G,,KK-3,0.0124,0.0125
7493,216,874,G,,KK-4,0.0105,0.0105
7494,216,874,G,,KK-5,0.0089,0.009
7495,216,874,G,,KK-6,0.0109,0.0112
7496,216,874,G,,KK-7,0.0088,0.0087
7497,216,875,,,KK-8,0.0114,0.0116
7498,216,876,,,KK-9,0.01,0.01
7499,216,876,,,KK-10,0.0104,0.0104
7500,216,877,,,KK-11,0.0111,0.0111
7501,218,886,,,KK-12,0.0098,0.0098
7502,218,885,F,,BB-1,0.0106,0.0115
7503,218,885,F,,BB-2,0.0099,0.0112
7504,218,885,F,,BB-3,0.0102,0.0116
7505,218,885,G,,BB-4,0.0119,0.0126
7506,218,885,G,,BB-5,0.0098,0.0105
7507,218,885,G,,BB-6,0.01,0.0105
7508,218,885,G,,BB-7,0.0104,0.0112
7509,218,885,H,,BB-8,0.0112,0.0115
7510,218,885,J,,BB-9,0.0089,0.0096
7511,218,885,J,,BB-10,0.0111,0.0116
7512,218,885,I,,BB-11,0.0116,0.0121
7513,218,884,,,BB-12,0.0095,0.0098
7514,218,887,,,CC-1,0.0121,0.0138
7515,217,878,,,CC-2,0.0123,0.0131
7516,217,879,F,,CC-3,0.0111,0.0114
7517,217,879,F,,CC-4,0.0095,0.0112
7518,217,879,F,,CC-5,0.0096,0.0107
7519,217,879,F,,CC-6,0.0085,0.0099
7520,217,879,F,,CC-7,0.0116,0.0123
7521,217,879,F,,CC-8,0.0109,0.0121
7522,217,879,F,,CC-9,0.0116,0.0122
7523,217,879,F,,CC-10,0.0099,0.0118
7524,217,879,F,,CC-11,0.0097,0.0105
7525,217,879,F,,CC-12,0.0093,0.0098
7526,217,879,F,,II-1,0.0122,0.0129
7527,217,879,F,,II-2,0.0119,0.0123
7528,217,879,F,,II-3,0.0113,0.012
7529,217,879,F,,II-4,0.0085,0.0092
7530,217,879,F,,II-5,0.0123,0.0141
7531,217,879,G,,II-6,0.0098,0.0102
7532,217,879,G,,II-7,0.0093,0.0095
7533,217,879,G,,II-8,0.0104,0.0105
7534,217,879,G,,II-9,0.0123,0.0126
7535,217,879,G,,II-10,0.0108,0.0111
7536,217,879,G,,II-11,0.012,0.0123
7537,217,879,G,,II-12,0.0105,0.0105
7538,217,879,G,,QQ-1,0.01,0.0101
7539,217,879,G,,QQ-2,0.0094,0.0096
7540,217,879,H,,QQ-3,0.0095,0.01
7541,217,879,I,,QQ-4,0.0107,0.0108
7542,217,880,,,QQ-5,0.009,0.0094
7543,217,881,,,QQ-6,0.0091,0.0091
7544,217,882,,,QQ-7,0.0093,0.0093
7545,217,883,,,QQ-8,0.0086,
7546,219,888,F,,QQ-9,0.0109,0.0115
7547,219,888,G,,QQ-10,0.0107,0.0107
7548,219,888,G,,QQ-11,0.0104,0.0105
7549,219,888,G,,QQ-12,0.0102,0.0104
7550,219,888,G,,E-1,0.0111,0.0114
7551,219,888,G,,E-2,0.0111,0.0111
7552,219,888,G,,E-3,0.0093,0.0094
7553,219,888,G,,E-4,0.0104,0.0104
7554,219,888,G,,E-5,0.01,0.0104
7555,219,888,H,,E-6,0.0125,0.0125
7556,219,888,H,,E-7,0.0108,0.0109
7557,219,888,H,,E-8,0.0107,0.0107
7558,219,888,H,,E-9,0.0113,0.0113
7559,219,888,H,,E-10,0.0085,0.0085
7560,219,888,H,,E-11,0.0103,0.0103
7561,219,888,H,,E-12,0.0093,0.0094
7562,219,888,H,,F-1,0.0116,0.0116
7563,219,888,H,,F-2,0.0124,0.0124
7564,219,888,H,,F-3,0.01,0.01
7565,219,888,H,,F-4,0.0108,0.0109
7566,219,888,H,,F-5,0.0094,0.0095
7567,219,888,I,,F-6,0.01,0.0102
7568,219,888,I,,F-7,0.0106,0.0107
7569,219,888,I,,F-8,0.0138,0.0138
7570,219,888,I,,F-9,0.0089,0.009
7571,219,888,I,,F-10,0.0082,0.0084
7572,219,888,I,,F-11,0.0105,0.0105
7573,219,888,I,,F-12,0.0098,0.0099
7574,219,888,I,,GG-1,0.0106,0.0108
7575,219,888,I,,GG-2,0.0143,0.0146
7576,219,888,I,,GG-3,0.011,0.0115
7577,219,888,I,,GG-4,0.0123,0.0124
7578,219,888,I,,GG-5,0.0121,0.0122
7579,219,888,I,,GG-6,0.0107,0.0107
7580,219,888,I,,GG-7,0.0092,0.0092
7581,219,888,J,,GG-8,0.0088,0.0094
7582,219,888,J,,GG-9,0.01,0.0102
7583,219,888,J,,GG-10,0.0079,0.0081
7584,219,888,J,,GG-11,0.0077,0.008
7585,219,888,J,,GG-12,0.0106,0.0109
7586,219,888,J,,MM-1,0.0092,0.0093
7587,219,888,J,,MM-2,0.0114,0.0115
7588,219,888,J,,MM-3,0.0102,0.0103
7589,219,888,J,,MM-4,0.0109,0.011
7590,219,888,J,,MM-5,0.01,0.01
7591,219,888,J,,MM-6,0.0098,0.01
7592,219,888,J,,MM-7,0.0101,0.0105
7593,219,888,J,,MM-8,0.0094,0.0093
7594,219,888,J,,MM-9,0.0117,0.0117
7595,219,888,J,,MM-10,0.0106,0.0106
7596,219,889,,,MM-11,0.0111,0.0111
7597,219,890,,,MM-12,0.0103,0.0103
7598,219,891,,,L-1,0.0098,0.0099
7599,219,892,,,L-2,0.0092,0.0093
7600,219,892,,,L-3,0.0122,0.0123
7601,220,893,,,L-4,0.0108,0.0137
7602,220,893,,,L-5,0.0146,0.0186
7603,220,893,,,L-6,0.0103,0.0138
7604,220,894,D,,L-7,0.0092,0.0097
7605,220,894,D,,L-8,0.014,0.0144
7606,220,894,D,,L-9,0.0119,0.0121
7607,220,894,D,,L-10,0.0087,0.0092
7608,220,894,D,,L-11,0.0106,0.011
7609,220,894,F,,L-12,0.0096,0.0104
7610,220,894,F,,H-1,0.0095,0.0109
7611,220,894,F,,H-2,0.0109,0.0121
7612,220,894,G,,H-3,0.0103,0.0109
7613,220,894,G,,H-4,0.0107,0.0112
7614,220,894,G,,H-5,0.0113,0.0119
7615,220,894,G,,H-6,0.0089,0.0093
7616,220,894,G,,H-7,0.0123,0.0129
7617,220,894,G,,H-8,0.0124,0.0127
7618,220,894,G,,H-9,0.0089,0.0094
7619,220,894,G,,H-10,0.0107,0.0115
7620,220,894,G,,H-11,0.0106,0.0112
7621,220,894,G,,H-12,0.0114,0.0118
7622,220,894,G,,HH-1,0.0103,0.0108
7623,220,894,G,,HH-2,0.0104,0.0111
7624,220,894,G,,HH-3,0.0087,0.0091
7625,220,894,G,,HH-4,0.0106,0.0113
7626,220,894,G,,HH-5,0.0119,0.0125
7627,220,894,G,,HH-6,0.0084,0.0091
7628,220,894,G,,HH-7,0.0096,0.0103
7629,220,894,I,,HH-8,0.0085,0.0092
7630,220,894,I,,HH-9,0.0094,0.0101
7631,220,894,I,,HH-10,0.0094,0.0098
7632,220,894,I,,HH-11,0.0111,0.0113
7633,220,894,I,,HH-12,0.01,0.0103
7634,220,894,I,,LL-1,0.0132,0.0134
7635,220,894,I,,LL-2,0.0098,0.0099
7636,220,894,I,,LL-3,0.0098,0.0098
7637,220,894,I,,LL-4,0.0082,0.0083
7638,220,894,I,,LL-5,0.0121,0.0123
7639,220,894,I,,LL-6,0.0106,0.0109
7640,220,894,I,,LL-7,0.0107,0.0108
7641,220,894,I,,LL-8,0.0109,0.011
7642,220,894,I,,LL-9,0.0098,0.0099
7643,220,894,I,,LL-10,0.013,0.0131
7644,220,894,I,,LL-11,0.0107,0.0109
7645,220,894,I,,LL-12,0.0094,0.0094
7646,220,894,I,,O-1,0.0087,0.0088
7647,220,894,I,,O-2,0.0089,0.009
7648,220,894,I,,O-3,0.0085,0.0086
7649,220,894,I,,O-4,0.0087,0.0087
7650,220,894,I,,O-5,0.011,0.0113
7651,220,894,I,,O-6,0.0093,0.0093
7652,220,894,I,,O-7,0.0082,0.0082
7653,220,894,I,,O-8,0.0107,0.0107
7654,220,894,I,,O-9,0.0091,0.0094
7655,220,894,I,,O-10,0.0083,0.0086
7656,220,894,I,,O-11,0.0097,0.0098
7657,220,894,I,,O-12,0.0108,0.011
7658,220,894,I,,T-1,0.0128,0.013
7659,220,894,H,,T-2,0.0092,0.0093
7660,220,894,H,,T-3,0.0097,0.0098
7661,220,894,H,,T-4,0.0064,0.0066
7662,220,894,H,,T-5,0.0107,0.0108
7663,220,894,H,,T-6,0.0105,0.0109
7664,220,894,H,,T-7,0.0089,0.0091
7665,220,894,H,,T-8,0.0128,0.0131
7666,220,895,,,T-9,0.0126,0.0129
7667,221,896,,,T-10,0.0116,0.0167
7668,221,897,,,T-11,0.0125,0.0125
7669,221,897,,,T-12,0.0085,0.0085
7670,221,897,,,RR-1,0.0131,0.0134
7671,221,897,,,RR-2,0.011,0.011
7672,221,897,,,RR-3,0.0082,0.0085
7673,221,897,,,RR-4,0.0087,0.0089
7674,221,897,,,RR-5,0.0104,0.0104
7675,221,897,,,RR-6,0.0105,0.0108
7676,221,897,,,RR-7,0.0122,0.0123
7677,221,897,,,RR-8,0.013,0.013
7678,221,897,,,RR-9,0.0131,0.0133
7679,221,897,,,RR-10,0.0121,0.0124
7680,221,897,,,RR-11,0.015,0.015
7681,221,897,,,RR-12,0.0096,0.0096
7682,221,897,,,SS-1,0.01,0.01
7683,221,897,,,SS-2,0.0112,0.0112
7684,221,897,,,SS-3,0.0102,0.0102
7685,221,897,,,SS-4,0.011,0.011
7686,221,897,,,SS-5,0.0113,0.0112
7687,221,898,,,SS-6,0.0111,0.012
7688,221,899,A,,SS-7,0.0148,0.0149
7689,221,899,A,,SS-8,0.0107,0.0111
7690,221,899,D,,SS-9,0.0105,0.0106
7691,221,899,D,,SS-10,0.0091,0.0091
7692,221,899,D,,SS-11,0.0121,0.0123
7693,221,899,D,,SS-12,0.0088,0.0087
7694,221,899,D,,J-1,0.0098,0.0097
7695,221,899,D,,J-2,0.0093,0.0093
7696,221,899,D,,J-3,0.0104,0.0103
7697,221,899,D,,J-4,0.0086,0.0086
7698,221,899,G,,J-5,0.0096,0.0096
7699,221,899,G,,J-6,0.0114,0.0115
7700,221,899,G,,J-7,0.0111,0.0114
7701,221,899,G,,J-8,0.0119,0.012
7702,221,899,G,,J-9,0.0084,0.0085
7703,221,899,G,,J-10,0.01,0.0102
7704,221,899,G,,J-11,0.0116,0.0117
7705,221,899,G,,J-12,0.0091,0.0094
7706,221,899,G,,OO-1,0.0102,0.0107
7707,221,899,G,,OO-2,0.0094,0.0098
7708,221,899,G,,OO-3,0.009,0.0091
7709,221,899,G,,OO-4,0.0111,0.0113
7710,221,899,G,,OO-5,0.0131,0.0134
7711,221,899,G,,OO-6,0.0094,0.0098
7712,221,899,H,,OO-7,0.0098,0.01
7713,221,899,H,,OO-8,0.0109,0.0112
7714,221,899,H,,OO-9,0.0092,0.0096
7715,221,899,H,,OO-10,0.0092,0.0093
7716,221,899,H,,OO-11,0.0112,0.0112
7717,221,899,H,,OO-12,0.0104,0.0106
7718,221,899,H,,K-1,0.0095,0.0096
7719,221,899,H,,K-2,0.0104,0.0105
7720,221,899,H,,K-3,0.0107,0.0106
7721,221,899,H,,K-4,0.0091,0.0094
7722,221,899,I,,K-5,0.0106,0.0106
7723,221,899,I,,K-6,0.0098,0.01
7724,221,899,J,,K-7,0.0098,0.0102
7725,221,899,J,,K-8,0.009,0.0094
7726,221,899,J,,K-9,0.0112,0.0116
7727,221,899,J,,K-10,0.011,0.0114
7728,221,899,J,,K-11,0.0096,0.0098
7729,221,899,J,,K-12,0.009,0.0091
7730,221,899,J,,M-1,0.0092,0.0092
7731,221,899,J,,M-2,0.0098,0.0101
7732,221,899,J,,M-3,0.0099,0.0102
7733,221,899,J,,M-4,0.0087,0.0088
7734,221,899,J,,M-5,0.0143,0.0143
7735,221,899,J,,M-6,0.0115,0.0119
7736,221,900,,,M-7,0.0117,0.0118
7737,193,785,,,M-8,0.0097,0.0098
7738,193,786,F,,M-9,0.0091,0.0099
7739,193,786,H,,M-10,0.0103,0.0105
7740,193,786,G,,M-11,0.0096,0.0095
7741,193,786,G,,M-12,0.0109,0.0109
7742,193,786,G,,U-1,0.0101,0.0103
7743,193,786,G,,U-2,0.0104,0.0104
7744,193,786,G,,U-3,0.0103,0.0103
7745,193,786,G,,U-4,0.0097,0.0099
7746,193,786,G,,U-5,0.0091,0.009
7747,193,786,G,,U-6,0.0108,0.0108
7748,193,786,G,,U-7,0.012,0.0121
7749,193,786,G,,U-8,0.0099,0.0099
7750,193,786,G,,U-9,0.0101,0.0102
7751,193,786,G,,U-10,0.0087,0.0087
7752,193,786,G,,U-11,0.0092,0.0091
7753,193,786,G,,U-12,0.0092,0.0093
7754,193,786,G,,W-1,0.01,0.0102
7755,193,786,G,,W-2,0.0082,0.0082
7756,193,786,G,,W-3,0.0119,0.0119
7757,193,786,G,,W-4,0.0099,0.0099
7758,193,786,G,,W-5,0.0125,0.0126
7759,193,786,G,,W-6,0.0102,0.0102
7760,193,786,G,,W-7,0.0125,0.0125
7761,193,786,G,,W-8,0.0109,0.0109
7762,193,786,G,,W-9,0.0108,0.0109
7763,193,786,G,,W-10,0.0108,0.019
7764,193,786,G,,W-11,0.0093,0.0095
7765,193,786,G,,W-12,0.0098,0.0103
7766,193,786,G,,B-1,0.0088,0.009
7767,193,786,G,,B-2,0.0076,0.0079
7768,193,786,G,,B-3,0.0097,0.0099
7769,193,786,G,,B-4,0.0093,0.0096
7770,222,901,F,,B-5,0.0095,0.0103
7771,222,901,F,,B-6,0.0086,0.0096
7772,222,901,F,,B-7,0.01,0.0115
7773,222,901,F,,B-8,0.0123,0.0138
7774,222,901,F,,B-9,0.0109,0.0115
7775,222,901,G,,B-10,0.0106,0.0107
7776,222,901,G,,B-11,0.009,0.009
7777,222,901,G,,B-12,0.0095,0.0095
7778,222,901,G,,I-1,0.0088,0.0089
7779,222,901,G,,I-2,0.0096,0.0096
7780,222,901,G,,I-3,0.0088,0.0092
